year,state name,region_1,age,sex_1,race,race_1,martial status,union type,educ99,occ,ind,wkswork1,uhrswork,incwage
1990,Colorado,West,39,female,1,White,"Married, spouse present",NIU,,157,842,35,16,2232.0
1990,New Mexico,West,31,female,3,Hispanic,"Married, spouse present",No union coverage,,243,601,52,40,8500.0
1990,Florida,South,41,female,2,Black,"Married, spouse present",NIU,,447,832,50,40,17000.0
1990,Massachusetts,Northeast,36,female,1,White,"Married, spouse present",NIU,,308,172,52,40,23000.0
1990,Ohio,Midwest,25,female,1,White,Never mar,NIU,,195,172,52,20,7000.0
1990,Alaska,West,48,female,1,White,Divorced,Member of labor union,,156,842,40,55,43000.0
1990,Nebraska,Midwest,45,female,1,White,"Married, spouse present",NIU,,95,831,52,50,33000.0
1990,Wisconsin,Midwest,29,female,1,White,Never mar,NIU,,337,171,48,60,31000.0
1990,Maine,Northeast,48,female,1,White,Divorced,NIU,,446,812,52,33,15000.0
1990,Rhode Island,Northeast,46,female,1,White,"Married, spouse present",NIU,,316,831,51,35,13500.0
1990,Louisiana,South,39,female,1,White,"Married, spouse present",NIU,,157,842,52,40,18000.0
1990,California,West,44,female,1,White,"Married, spouse present",No union coverage,,19,391,52,45,20300.0
1990,California,West,45,female,1,White,"Married, spouse present",NIU,,19,831,52,40,89000.0
1990,New Jersey,Northeast,45,female,1,White,"Married, spouse present",NIU,,157,842,52,40,27000.0
1990,South Dakota,Midwest,53,female,1,White,"Married, spouse present",Member of labor union,,157,842,52,54,23392.0
1990,California,West,43,female,2,Black,Never mar,Member of labor union,,23,842,52,40,23712.0
1990,Massachusetts,Northeast,37,female,1,White,"Married, spouse present",NIU,,5,901,52,40,17820.0
1990,Massachusetts,Northeast,26,female,1,White,"Married, spouse present",No union coverage,,23,890,52,45,34000.0
1990,South Dakota,Midwest,28,female,4,Other,Never mar,Member of labor union,,313,922,52,40,14000.0
1990,Idaho,West,40,female,1,White,"Married, spouse present",NIU,,447,761,46,45,14812.0
1990,Mississippi,South,43,female,1,White,"Married, spouse present",NIU,,336,700,52,40,15538.0
1990,California,West,36,female,4,Other,Never mar,No union coverage,,19,412,52,40,25000.0
1990,District of Columbia,South,40,female,2,Black,Divorced,NIU,,313,910,52,40,19000.0
1990,New York,Northeast,31,female,1,White,"Married, spouse present",NIU,,446,832,44,40,20000.0
1990,New York,Northeast,43,female,1,White,"Married, spouse present",No union coverage,,95,831,52,40,31572.0
1990,Oregon,West,56,female,1,White,Widowed,NIU,,19,831,52,40,24500.0
1990,Louisiana,South,49,female,1,White,"Married, spouse present",NIU,,276,642,8,40,1933.0
1990,Michigan,Midwest,59,female,1,White,"Married, spouse present",NIU,,95,831,20,20,8000.0
1990,Massachusetts,Northeast,53,female,1,White,"Married, spouse present",NIU,,365,591,52,38,13200.0
1990,South Carolina,South,29,female,1,White,"Married, spouse present",NIU,,274,651,40,38,8000.0
1990,Iowa,Midwest,54,female,1,White,Widowed,No union coverage,,447,761,30,30,3700.0
1990,North Dakota,Midwest,47,female,1,White,Never mar,NIU,,159,922,52,40,36000.0
1990,Michigan,Midwest,33,female,1,White,"Married, spouse present",NIU,,159,530,52,40,18539.0
1990,South Dakota,Midwest,42,female,1,White,"Married, spouse present",NIU,,313,842,40,35,3700.0
1990,Pennsylvania,Northeast,31,female,4,Other,"Married, spouse present",NIU,,744,151,45,16,6000.0
1990,New York,Northeast,56,female,1,White,"Married, spouse present",NIU,,337,832,52,37,22000.0
1990,Vermont,Northeast,38,female,1,White,"Married, spouse present",Member of labor union,,354,412,52,40,31172.0
1990,Alaska,West,45,female,1,White,"Married, spouse present",No union coverage,,174,871,52,40,15000.0
1990,California,West,31,female,1,White,"Married, spouse present",NIU,,19,762,52,50,26000.0
1990,Arizona,West,28,female,3,Hispanic,"Married, spouse present",NIU,,348,812,38,40,9000.0
1990,Connecticut,Northeast,46,female,1,White,"Married, spouse present",NIU,,447,832,52,24,8000.0
1990,Michigan,Midwest,32,female,3,Hispanic,"Married, spouse present",Covered by union but not a member,,374,591,8,40,2000.0
1990,North Carolina,South,31,female,2,Black,"Married, spouse present",NIU,,447,831,52,40,15000.0
1990,California,West,40,female,1,White,Divorced,NIU,,368,410,52,40,29000.0
1990,South Carolina,South,31,female,1,White,"Married, spouse present",NIU,,366,461,12,35,30000.0
1990,New Jersey,Northeast,61,female,1,White,Divorced,NIU,,274,591,52,40,30000.0
1990,Florida,South,29,female,3,Hispanic,"Married, spouse present",NIU,,313,882,52,40,19000.0
1990,Kentucky,South,48,female,1,White,"Married, spouse present",NIU,,19,892,52,40,15000.0
1990,Massachusetts,Northeast,27,female,2,Black,Never mar,NIU,,87,831,49,25,6000.0
1990,Illinois,Midwest,54,female,1,White,Divorced,NIU,,389,910,52,40,17000.0
1990,New York,Northeast,47,female,1,White,"Married, spouse present",NIU,,16,712,52,40,20000.0
1990,New Mexico,West,33,female,3,Hispanic,"Married, spouse present",NIU,,744,151,26,40,3484.0
1990,Illinois,Midwest,35,female,1,White,Divorced,NIU,,19,740,52,40,26000.0
1990,Nevada,West,33,female,1,White,"Married, spouse present",NIU,,156,842,52,50,25000.0
1990,Connecticut,Northeast,41,female,1,White,Never mar,NIU,,159,601,52,50,35000.0
1990,Massachusetts,Northeast,30,female,1,White,Separated,NIU,,379,921,52,40,11500.0
1990,Kentucky,South,37,female,1,White,Divorced,NIU,,257,441,52,50,35000.0
1990,Delaware,South,29,female,1,White,"Married, spouse present",No union coverage,,383,700,52,38,13500.0
1990,Idaho,West,36,female,1,White,"Married, spouse present",NIU,,19,871,52,44,39000.0
1990,North Dakota,Midwest,25,female,1,White,"Married, spouse present",NIU,,677,682,35,40,15515.0
1990,South Carolina,South,56,female,1,White,"Married, spouse present",NIU,,337,601,52,40,15000.0
1990,New York,Northeast,27,female,1,White,"Married, spouse present",NIU,,313,812,40,30,8000.0
1990,Texas,South,46,female,1,White,"Married, spouse present",NIU,,157,842,42,40,29000.0
1990,Idaho,West,32,female,1,White,"Married, spouse present",NIU,,666,790,52,12,3500.0
1990,Missouri,Midwest,32,female,1,White,"Married, spouse present",NIU,,274,591,52,40,9000.0
1990,New Jersey,Northeast,64,female,1,White,"Married, spouse present",NIU,,144,850,40,4,4001.0
1990,Pennsylvania,Northeast,31,female,4,Other,Divorced,NIU,,447,832,52,40,14404.0
1990,Pennsylvania,Northeast,37,female,1,White,"Married, spouse present",NIU,,313,421,52,40,11000.0
1990,California,West,29,female,4,Other,Never mar,NIU,,313,641,48,34,26051.0
1990,North Carolina,South,43,female,1,White,"Married, spouse present",NIU,,446,840,52,40,13000.0
1990,New York,Northeast,35,female,3,Hispanic,"Married, spouse present",NIU,,315,831,52,35,20000.0
1990,Massachusetts,Northeast,39,female,1,White,"Married, spouse present",NIU,,444,842,20,20,2100.0
1990,Missouri,Midwest,30,female,2,Black,Never mar,NIU,,356,742,52,40,12000.0
1990,New York,Northeast,27,female,4,Other,Never mar,NIU,,23,841,52,50,34000.0
1990,New Hampshire,Northeast,30,female,1,White,"Married, spouse present",NIU,,433,641,9,15,3000.0
1990,Nevada,West,32,female,3,Hispanic,"Married, spouse present",NIU,,317,762,52,40,24000.0
1990,Arizona,West,33,female,1,White,Separated,NIU,,308,702,52,40,24000.0
1990,South Carolina,South,38,female,2,Black,"Married, spouse present",NIU,,157,842,52,40,24000.0
1990,Washington,West,25,female,1,White,"Married, spouse present",NIU,,7,710,52,45,35000.0
1990,Nebraska,Midwest,33,female,1,White,"Married, spouse present",NIU,,375,711,52,40,22930.0
1990,Illinois,Midwest,28,female,1,White,Never mar,NIU,,23,700,52,40,22000.0
1990,New York,Northeast,48,female,1,White,"Married, spouse present",NIU,,313,812,52,40,20000.0
1990,Georgia,South,30,female,1,White,"Married, spouse present",NIU,,156,842,6,16,500.0
1990,Texas,South,44,female,3,Hispanic,"Married, spouse present",NIU,,336,842,52,40,12000.0
1990,New York,Northeast,55,female,1,White,"Married, spouse present",NIU,,313,831,52,40,22000.0
1990,California,West,44,female,1,White,"Married, spouse present",Member of labor union,,436,601,52,32,16700.0
1990,California,West,57,female,1,White,"Married, spouse present",NIU,,19,640,50,40,40000.0
1990,Ohio,Midwest,25,female,1,White,Never mar,No union coverage,,174,871,52,40,14309.0
1990,Mississippi,South,37,female,2,Black,"Married, spouse present",NIU,,15,832,52,40,18000.0
1990,North Carolina,South,48,female,2,Black,"Married, spouse present",No union coverage,,447,832,52,40,8000.0
1990,Maine,Northeast,26,female,1,White,Never mar,NIU,,779,221,52,40,10037.0
1990,North Carolina,South,43,female,2,Black,Divorced,No union coverage,,453,881,52,15,4146.0
1990,North Carolina,South,61,female,1,White,"Married, spouse present",No union coverage,,314,552,52,40,24019.0
1990,Hawaii,West,40,female,4,Other,"Married, spouse present",Member of labor union,,315,910,52,40,22000.0
1990,New Jersey,Northeast,47,female,1,White,"Married, spouse present",NIU,,264,591,52,40,5000.0
1990,Massachusetts,Northeast,27,female,1,White,"Married, spouse present",NIU,,203,831,52,40,38000.0
1990,Delaware,South,35,female,1,White,"Married, spouse present",NIU,,435,762,52,30,8500.0
1990,Virginia,South,27,female,1,White,Never mar,NIU,,13,721,52,45,29000.0
1990,Oklahoma,South,42,female,1,White,"Married, spouse present",Member of labor union,,744,151,45,40,4000.0
1990,Wyoming,West,35,female,1,White,Widowed,NIU,,276,601,26,35,19313.0
1990,Michigan,Midwest,37,female,1,White,"Married, spouse present",NIU,,158,840,2,24,130.0
1990,Alaska,West,36,female,1,White,"Married, spouse present",NIU,,453,421,52,40,17000.0
1990,Illinois,Midwest,38,female,1,White,"Married, spouse present",NIU,,337,712,24,40,7900.0
1990,North Carolina,South,56,female,1,White,"Married, spouse present",NIU,,387,842,52,40,15000.0
1990,Kentucky,South,43,female,1,White,"Married, spouse present",NIU,,447,832,15,36,2877.0
1990,Idaho,West,39,female,1,White,"Married, spouse present",NIU,,337,812,52,16,4000.0
1990,California,West,39,female,1,White,"Married, spouse present",NIU,,667,630,52,6,5000.0
1990,Iowa,Midwest,54,female,1,White,Divorced,NIU,,313,861,52,39,10800.0
1990,Montana,West,64,female,1,White,"Married, spouse present",NIU,,748,762,52,35,4005.0
1990,Oregon,West,35,female,1,White,"Married, spouse present",NIU,,468,870,52,40,14000.0
1990,Pennsylvania,Northeast,30,female,2,Black,Never mar,NIU,,23,831,52,40,19000.0
1990,Alaska,West,27,female,1,White,"Married, spouse present",NIU,,433,641,6,20,500.0
1990,California,West,45,female,3,Hispanic,"Married, spouse present",Member of labor union,,783,282,52,40,25000.0
1990,Illinois,Midwest,37,female,2,Black,Divorced,NIU,,808,401,52,40,41000.0
1990,New York,Northeast,57,female,1,White,"Married, spouse present",NIU,,446,812,52,20,5500.0
1990,Texas,South,31,female,1,White,Never mar,NIU,,95,831,52,45,37750.0
1990,Iowa,Midwest,39,female,1,White,"Married, spouse present",NIU,,156,842,36,50,11178.0
1990,Florida,South,47,female,1,White,"Married, spouse present",No union coverage,,319,820,52,40,13350.0
1990,Pennsylvania,Northeast,30,female,1,White,"Married, spouse present",NIU,,206,840,40,32,20000.0
1990,Rhode Island,Northeast,40,female,1,White,"Married, spouse present",NIU,,683,342,52,40,18200.0
1990,New Hampshire,Northeast,38,female,1,White,"Married, spouse present",NIU,,356,742,52,20,6000.0
1990,Minnesota,Midwest,55,female,1,White,Never mar,NIU,,178,841,52,35,22000.0
1990,Washington,West,38,female,1,White,"Married, spouse present",NIU,,337,732,12,40,2300.0
1990,Delaware,South,61,female,2,Black,"Married, spouse present",NIU,,447,831,52,38,15626.0
1990,California,West,44,female,1,White,"Married, spouse present",NIU,,315,871,52,20,6000.0
1990,Alabama,South,34,female,1,White,"Married, spouse present",NIU,,216,60,52,40,14000.0
1990,Maryland,South,40,female,2,Black,Separated,Member of labor union,,883,102,48,36,15000.0
1990,New York,Northeast,37,female,1,White,"Married, spouse present",NIU,,7,612,52,55,30000.0
1990,Washington,West,29,female,1,White,Divorced,NIU,,436,641,48,44,13114.0
1990,North Carolina,South,44,female,1,White,"Married, spouse present",NIU,,156,842,52,40,11000.0
1990,Texas,South,36,female,1,White,"Married, spouse present",NIU,,363,812,52,60,22000.0
1990,Missouri,Midwest,41,female,1,White,"Married, spouse present",No union coverage,,337,882,52,40,28500.0
1990,Wisconsin,Midwest,47,female,1,White,"Married, spouse present",NIU,,447,832,52,23,10340.0
1990,California,West,41,female,4,Other,"Married, spouse present",NIU,,276,641,52,20,11000.0
1990,Florida,South,40,female,1,White,Never mar,No union coverage,,386,20,24,40,2400.0
1990,Louisiana,South,47,female,1,White,"Married, spouse present",NIU,,7,752,52,40,28000.0
1990,Florida,South,33,female,1,White,"Married, spouse present",NIU,,883,111,52,40,6000.0
1990,California,West,58,female,1,White,"Married, spouse present",NIU,,274,652,52,30,10000.0
1990,Virginia,South,30,female,1,White,Never mar,No union coverage,,264,630,5,40,548.0
1990,New York,Northeast,26,female,1,White,"Married, spouse present",No union coverage,,276,642,35,21,1600.0
1990,Michigan,Midwest,28,female,1,White,"Married, spouse present",NIU,,313,212,52,40,14000.0
1990,Indiana,Midwest,46,female,1,White,"Married, spouse present",NIU,,805,681,52,27,8000.0
1990,Maryland,South,38,female,2,Black,"Married, spouse present",NIU,,157,842,52,40,25000.0
1990,Utah,West,31,female,1,White,Never mar,NIU,,737,172,52,40,26000.0
1990,Ohio,Midwest,28,female,1,White,Never mar,NIU,,156,842,51,60,29000.0
1990,Illinois,Midwest,36,female,1,White,Divorced,NIU,,207,831,52,40,34000.0
1990,Pennsylvania,Northeast,50,female,1,White,"Married, spouse present",NIU,,264,591,52,20,4000.0
1990,Michigan,Midwest,41,female,1,White,"Married, spouse present",NIU,,666,630,46,40,8000.0
1990,New Jersey,Northeast,31,female,1,White,"Married, spouse present",No union coverage,,313,841,52,45,30000.0
1990,California,West,38,female,1,White,"Married, spouse present",No union coverage,,14,842,52,40,62153.0
1990,New Jersey,Northeast,27,female,2,Black,Never mar,NIU,,379,931,52,40,15000.0
1990,Louisiana,South,26,female,1,White,Never mar,NIU,,357,841,33,40,7500.0
1990,South Carolina,South,57,female,1,White,Widowed,NIU,,155,842,4,4,160.0
1990,Florida,South,29,female,1,White,Divorced,NIU,,64,740,52,40,36000.0
1990,Illinois,Midwest,30,female,2,Black,"Married, spouse present",No union coverage,,254,530,52,40,45000.0
1990,North Carolina,South,34,female,1,White,"Married, spouse present",NIU,,206,812,52,40,18000.0
1990,South Carolina,South,34,female,2,Black,"Married, spouse present",NIU,,23,712,40,40,13200.0
1990,Florida,South,30,female,1,White,Never mar,NIU,,37,710,52,40,32400.0
1990,Pennsylvania,Northeast,36,female,1,White,"Married, spouse present",NIU,,387,842,36,40,7000.0
1990,New York,Northeast,52,female,1,White,"Married, spouse present",No union coverage,,319,742,52,40,15000.0
1990,Texas,South,48,female,1,White,"Married, spouse present",NIU,,19,682,52,40,18862.0
1990,Hawaii,West,53,female,4,Other,"Married, spouse present",NIU,,243,600,52,40,13000.0
1990,Vermont,Northeast,37,female,1,White,"Married, spouse present",No union coverage,,389,840,52,40,30000.0
1990,Michigan,Midwest,37,female,2,Black,Never mar,NIU,,313,931,52,40,23000.0
1990,Maine,Northeast,52,female,1,White,"Married, spouse present",No union coverage,,235,850,1,40,400.0
1990,Michigan,Midwest,28,female,1,White,"Married, spouse present",NIU,,335,831,46,20,9500.0
1990,Colorado,West,26,female,4,Other,Never mar,NIU,,308,171,52,40,26000.0
1990,Colorado,West,28,female,1,White,Never mar,NIU,,23,890,26,43,13000.0
1990,Connecticut,Northeast,39,female,1,White,"Married, spouse present",No union coverage,,313,711,52,40,22888.0
1990,Texas,South,31,female,3,Hispanic,"Married, spouse present",NIU,,407,761,20,10,430.0
1990,Virginia,South,33,female,4,Other,"Married, spouse present",NIU,,368,932,52,52,24000.0
1990,Ohio,Midwest,35,female,1,White,"Married, spouse present",NIU,,19,812,52,40,26000.0
1990,Arkansas,South,41,female,1,White,"Married, spouse present",NIU,,747,102,52,40,10000.0
1990,New Mexico,West,48,female,3,Hispanic,"Married, spouse present",NIU,,359,910,30,30,3000.0
1990,Wisconsin,Midwest,54,female,1,White,"Married, spouse present",NIU,,319,840,17,20,1200.0
1990,New York,Northeast,38,female,2,Black,Never mar,NIU,,449,831,52,40,16500.0
1990,California,West,26,female,1,White,"Married, spouse present",No union coverage,,383,700,52,40,16000.0
1990,Alaska,West,26,female,1,White,"Married, spouse present",No union coverage,,337,591,52,32,9000.0
1990,Texas,South,39,female,3,Hispanic,Divorced,NIU,,16,712,52,40,38000.0
1990,Michigan,Midwest,44,female,1,White,"Married, spouse present",NIU,,257,742,52,25,2000.0
1990,New Jersey,Northeast,45,female,1,White,Divorced,NIU,,254,712,52,40,34000.0
1990,Iowa,Midwest,31,female,1,White,"Married, spouse present",NIU,,445,820,52,30,8500.0
1990,Texas,South,29,female,1,White,"Married, spouse present",NIU,,257,762,52,45,17183.0
1990,Pennsylvania,Northeast,35,female,1,White,"Married, spouse present",NIU,,276,601,52,32,4000.0
1990,North Carolina,South,46,female,1,White,Divorced,No union coverage,,376,172,52,40,23000.0
1990,Illinois,Midwest,46,female,2,Black,Separated,No union coverage,,447,832,52,40,12000.0
1990,Virginia,South,29,female,1,White,"Married, spouse present",NIU,,7,881,52,40,20442.0
1990,California,West,27,female,1,White,"Married, spouse present",NIU,,276,831,46,40,12000.0
1990,Kansas,Midwest,45,female,1,White,Divorced,No union coverage,,229,172,52,40,43976.0
1990,District of Columbia,South,40,female,2,Black,Divorced,NIU,,37,831,52,40,23000.0
1990,California,West,33,female,1,White,"Married, spouse present",NIU,,167,842,52,32,34000.0
1990,Virginia,South,43,female,1,White,"Married, spouse present",NIU,,259,550,52,20,7500.0
1990,District of Columbia,South,29,female,3,Hispanic,"Married, spouse present",NIU,,274,591,52,38,12675.0
1990,Utah,West,39,female,1,White,"Married, spouse present",NIU,,337,580,52,20,6000.0
1990,Alaska,West,33,female,1,White,"Married, spouse present",NIU,,19,442,44,40,30000.0
1990,Kentucky,South,37,female,2,Black,Divorced,NIU,,377,922,52,40,13811.0
1990,Massachusetts,Northeast,44,female,1,White,Widowed,NIU,,447,831,49,65,19000.0
1990,Texas,South,36,female,1,White,"Married, spouse present",NIU,,809,402,39,40,2166.0
1990,New York,Northeast,27,female,1,White,"Married, spouse present",NIU,,328,932,52,50,17300.0
1990,North Carolina,South,43,female,1,White,"Married, spouse present",NIU,,14,842,48,45,38000.0
1990,South Carolina,South,25,female,1,White,"Married, spouse present",NIU,,256,171,52,42,24000.0
1990,New York,Northeast,34,female,1,White,Divorced,NIU,,19,641,40,30,12000.0
1990,Indiana,Midwest,28,female,1,White,"Married, spouse present",NIU,,276,601,16,25,5000.0
1990,California,West,46,female,1,White,Divorced,NIU,,243,642,44,80,23000.0
1990,Illinois,Midwest,29,female,1,White,Never mar,NIU,,19,700,52,40,23000.0
1990,New York,Northeast,30,female,3,Hispanic,Never mar,No union coverage,,57,882,52,40,38000.0
1990,Connecticut,Northeast,49,female,2,Black,Divorced,NIU,,375,711,52,38,20000.0
1990,Ohio,Midwest,39,female,1,White,Divorced,NIU,,435,641,37,30,2500.0
1990,Illinois,Midwest,36,female,1,White,"Married, spouse present",No union coverage,,389,60,52,40,35000.0
1990,Arizona,West,26,female,1,White,Never mar,NIU,,305,812,52,40,16000.0
1990,Connecticut,Northeast,30,female,1,White,"Married, spouse present",NIU,,573,60,50,40,42000.0
1990,New Mexico,West,32,female,3,Hispanic,Never mar,NIU,,744,151,52,40,12163.0
1990,Indiana,Midwest,46,female,1,White,"Married, spouse present",NIU,,377,812,52,40,12300.0
1990,Wisconsin,Midwest,39,female,1,White,Divorced,NIU,,449,762,52,30,6863.0
1990,Arkansas,South,31,female,1,White,"Married, spouse present",NIU,,737,172,40,35,2740.0
1990,North Dakota,Midwest,36,female,1,White,"Married, spouse present",NIU,,95,831,52,40,31625.0
1990,Mississippi,South,42,female,1,White,"Married, spouse present",No union coverage,,433,641,52,20,5000.0
1990,Colorado,West,49,female,1,White,"Married, spouse present",NIU,,547,342,52,40,25000.0
1990,Vermont,Northeast,26,female,1,White,Never mar,NIU,,783,342,52,40,14500.0
1990,Hawaii,West,33,female,1,White,Never mar,NIU,,155,842,36,40,14000.0
1990,Michigan,Midwest,44,female,1,White,Divorced,NIU,,804,742,30,40,12000.0
1990,Illinois,Midwest,59,female,1,White,Never mar,NIU,,407,761,16,15,1600.0
1990,Hawaii,West,58,female,4,Other,Widowed,NIU,,449,762,52,40,12000.0
1990,Virginia,South,41,female,1,White,"Married, spouse present",NIU,,808,842,36,15,3000.0
1990,Illinois,Midwest,43,female,2,Black,Divorced,No union coverage,,157,842,52,40,38000.0
1990,Nebraska,Midwest,25,female,1,White,Never mar,NIU,,375,711,52,55,17000.0
1990,Wisconsin,Midwest,60,female,1,White,"Married, spouse present",NIU,,313,842,43,47,15000.0
1990,West Virginia,South,36,female,1,White,"Married, spouse absent",No union coverage,,436,641,52,20,8000.0
1990,Ohio,Midwest,48,female,1,White,"Married, spouse present",NIU,,277,742,52,24,7000.0
1990,Nevada,West,31,female,1,White,Never mar,NIU,,319,820,15,33,6500.0
1990,Ohio,Midwest,58,female,1,White,"Married, spouse present",No union coverage,,453,850,52,40,16000.0
1990,Florida,South,63,female,1,White,"Married, spouse present",No union coverage,,156,842,52,40,11500.0
1990,Massachusetts,Northeast,48,female,1,White,"Married, spouse present",No union coverage,,319,772,52,40,17000.0
1990,Oklahoma,South,51,female,1,White,"Married, spouse present",No union coverage,,319,901,52,20,5555.0
1990,Michigan,Midwest,49,female,1,White,"Married, spouse present",NIU,,14,851,52,40,24000.0
1990,Florida,South,35,female,1,White,"Married, spouse present",NIU,,174,910,52,40,19000.0
1990,Maryland,South,30,female,1,White,"Married, spouse present",No union coverage,,407,761,52,25,6500.0
1990,Oregon,West,47,female,1,White,"Married, spouse present",NIU,,313,331,52,40,25000.0
1990,Maryland,South,44,female,1,White,"Married, spouse present",NIU,,679,172,52,40,17000.0
1990,Connecticut,Northeast,32,female,2,Black,"Married, spouse present",NIU,,84,850,52,60,30000.0
1990,Ohio,Midwest,25,female,1,White,"Married, spouse present",No union coverage,,29,591,50,45,21900.0
1990,Alaska,West,35,female,1,White,"Married, spouse present",NIU,,885,621,52,40,7000.0
1990,Texas,South,26,female,1,White,"Married, spouse present",NIU,,25,460,52,45,32000.0
1990,North Carolina,South,60,female,1,White,Widowed,No union coverage,,254,712,52,50,20000.0
1990,Nevada,West,60,female,4,Other,"Married, spouse present",No union coverage,,276,762,52,40,13000.0
1990,Massachusetts,Northeast,35,female,1,White,"Married, spouse present",NIU,,23,762,28,20,1800.0
1990,Tennessee,South,34,female,1,White,"Married, spouse present",NIU,,744,242,52,40,21000.0
1990,Alabama,South,59,female,2,Black,Widowed,NIU,,468,842,52,15,3200.0
1990,Kansas,Midwest,38,female,1,White,"Married, spouse present",NIU,,164,842,52,24,13000.0
1990,New York,Northeast,26,female,1,White,"Married, spouse present",NIU,,9,512,52,40,25000.0
1990,New Mexico,West,28,female,3,Hispanic,Never mar,NIU,,156,842,52,45,21000.0
1990,Michigan,Midwest,31,female,1,White,Never mar,NIU,,84,850,52,70,42000.0
1990,Ohio,Midwest,48,female,1,White,"Married, spouse present",NIU,,759,342,52,60,38000.0
1990,California,West,46,female,1,White,"Married, spouse present",Member of labor union,,808,401,40,43,24000.0
1990,California,West,45,female,1,White,"Married, spouse present",Member of labor union,,158,842,52,40,42500.0
1990,Montana,West,51,female,1,White,"Married, spouse present",No union coverage,,19,842,52,25,3520.0
1990,Alabama,South,33,female,1,White,Divorced,NIU,,633,731,52,43,22000.0
1990,North Carolina,South,27,female,1,White,"Married, spouse present",NIU,,157,842,52,50,22295.0
1990,Delaware,South,26,female,1,White,"Married, spouse present",NIU,,95,831,52,24,19000.0
1990,Pennsylvania,Northeast,30,female,1,White,Separated,NIU,,56,352,52,40,43000.0
1990,New York,Northeast,58,female,1,White,"Married, spouse present",NIU,,95,842,26,24,10400.0
1990,Florida,South,27,female,3,Hispanic,"Married, spouse present",NIU,,385,711,40,40,15000.0
1990,Pennsylvania,Northeast,45,female,2,Black,"Married, spouse present",NIU,,436,880,48,24,9200.0
1990,California,West,46,female,1,White,Never mar,NIU,,375,711,52,40,17000.0
1990,California,West,27,female,1,White,Never mar,NIU,,19,412,52,50,15000.0
1990,Colorado,West,46,female,1,White,Divorced,NIU,,19,641,46,40,8200.0
1990,West Virginia,South,53,female,1,White,"Married, spouse present",NIU,,373,591,52,16,2500.0
1990,New York,Northeast,35,female,2,Black,Never mar,NIU,,95,831,52,40,32000.0
1990,Massachusetts,Northeast,28,female,1,White,"Married, spouse present",No union coverage,,796,211,52,40,9360.0
1990,Texas,South,28,female,1,White,"Married, spouse present",NIU,,55,740,52,60,37000.0
1990,Missouri,Midwest,47,female,2,Black,"Married, spouse present",NIU,,313,831,52,36,16653.0
1990,North Carolina,South,52,female,1,White,"Married, spouse present",NIU,,308,151,52,40,20000.0
1990,Pennsylvania,Northeast,37,female,2,Black,Divorced,No union coverage,,174,871,52,40,30000.0
1990,New York,Northeast,37,female,1,White,"Married, spouse present",Member of labor union,,157,842,52,35,23000.0
1990,New York,Northeast,46,female,1,White,"Married, spouse present",NIU,,178,910,52,47,68000.0
1990,New Mexico,West,29,female,3,Hispanic,"Married, spouse present",NIU,,27,732,52,40,25000.0
1990,Idaho,West,35,female,1,White,"Married, spouse present",NIU,,889,102,42,30,8000.0
1990,Texas,South,39,female,2,Black,Never mar,NIU,,24,740,52,48,22000.0
1990,Illinois,Midwest,31,female,1,White,"Married, spouse present",NIU,,178,841,52,15,7500.0
1990,Kentucky,South,35,female,1,White,"Married, spouse present",NIU,,23,921,40,40,12000.0
1990,Minnesota,Midwest,44,female,1,White,"Married, spouse present",NIU,,453,722,52,20,6000.0
1990,Colorado,West,46,female,3,Hispanic,"Married, spouse present",NIU,,453,641,52,20,3500.0
1990,California,West,26,female,3,Hispanic,"Married, spouse present",NIU,,436,641,52,40,9000.0
1990,Minnesota,Midwest,39,female,1,White,"Married, spouse present",NIU,,444,842,36,35,3464.0
1990,New York,Northeast,47,female,3,Hispanic,"Married, spouse present",No union coverage,,315,742,52,35,15000.0
1990,South Carolina,South,41,female,1,White,"Married, spouse present",NIU,,157,842,52,40,41000.0
1990,Alaska,West,41,female,1,White,"Married, spouse present",NIU,,5,922,52,40,30000.0
1990,Massachusetts,Northeast,45,female,1,White,Divorced,NIU,,154,850,52,40,29200.0
1990,Illinois,Midwest,36,female,1,White,"Married, spouse present",NIU,,95,812,52,22,19000.0
1990,Washington,West,35,female,1,White,"Married, spouse present",NIU,,178,910,43,45,30000.0
1990,Montana,West,36,female,1,White,"Married, spouse present",No union coverage,,315,30,26,40,7000.0
1990,New York,Northeast,46,female,3,Hispanic,"Married, spouse present",NIU,,205,831,52,40,21500.0
1990,Massachusetts,Northeast,29,female,1,White,"Married, spouse present",NIU,,277,871,51,9,2808.0
1990,New Jersey,Northeast,31,female,1,White,Divorced,NIU,,435,641,52,40,17200.0
1990,Virginia,South,28,female,4,Other,Divorced,NIU,,479,10,52,45,16500.0
1990,Alaska,West,43,female,1,White,"Married, spouse present",NIU,,95,842,40,35,35000.0
1990,Minnesota,Midwest,59,female,1,White,"Married, spouse present",NIU,,156,842,52,40,38000.0
1990,District of Columbia,South,29,female,2,Black,Never mar,Member of labor union,,156,842,52,40,30000.0
1990,North Dakota,Midwest,33,female,1,White,"Married, spouse present",No union coverage,,195,171,52,45,31000.0
1990,New York,Northeast,64,female,1,White,"Married, spouse present",NIU,,448,831,52,38,17000.0
1990,Massachusetts,Northeast,35,female,1,White,"Married, spouse present",NIU,,156,842,32,40,22000.0
1990,Michigan,Midwest,44,female,1,White,Widowed,No union coverage,,315,270,52,40,11500.0
